# Habitat mask points exported from msk
# Mon Jul 01 8:05:20 p.m. 2019 
x y covs
-336.02 -571.02 0.468706995481625
-308.06 -571.02 0.470629449468106
-280.1 -571.02 0.639826453058049
-252.14 -571.02 0.381366399815306
-224.18 -571.02 0.490792630240321
-196.22 -571.02 0.405481893569231
-168.26 -571.02 0.0153002443257719
-140.3 -571.02 0.0754735206719488
-112.34 -571.02 0.295390899991617
-84.38 -571.02 0.369373784633353
-56.42 -571.02 0.0427589213941246
-28.46 -571.02 0.428301696199924
-0.5 -571.02 0.992968058912084
27.46 -571.02 0.421160083496943
55.42 -571.02 0.191159555222839
83.38 -571.02 0.802570843603462
111.34 -571.02 0.540515795582905
139.3 -571.02 0.956678832648322
167.26 -571.02 0.183666199678555
195.22 -571.02 0.0564847651403397
223.18 -571.02 0.0458311359398067
251.14 -571.02 0.143937562126666
279.1 -571.02 0.103850930929184
307.06 -571.02 0.632196490420029
335.02 -571.02 0.865611954359338
-336.02 -543.06 0.582815048517659
-308.06 -543.06 0.928457063389942
-280.1 -543.06 0.606782366288826
-252.14 -543.06 0.657695144880563
-224.18 -543.06 0.0787224790547043
-196.22 -543.06 0.930728695588186
-168.26 -543.06 0.0809377059340477
-140.3 -543.06 0.196211926173419
-112.34 -543.06 0.0409721804317087
-84.38 -543.06 0.23164791520685
-56.42 -543.06 0.223551394650713
-28.46 -543.06 0.4197495020926
-0.5 -543.06 0.0297904077451676
27.46 -543.06 0.412775650853291
55.42 -543.06 0.253619574708864
83.38 -543.06 0.777111567324027
111.34 -543.06 0.825802062638104
139.3 -543.06 0.0386265676934272
167.26 -543.06 0.147793973330408
195.22 -543.06 0.0637237660121173
223.18 -543.06 0.546232508262619
251.14 -543.06 0.49339207704179
279.1 -543.06 0.603856866480783
307.06 -543.06 0.569559792988002
335.02 -543.06 0.404272268526256
-336.02 -515.1 0.339797195512801
-308.06 -515.1 0.700591252651066
-280.1 -515.1 0.943749590311199
-252.14 -515.1 0.20778236608021
-224.18 -515.1 0.587067707907408
-196.22 -515.1 0.337970718508586
-168.26 -515.1 0.758222235832363
-140.3 -515.1 0.333191506797448
-112.34 -515.1 0.876193765550852
-84.38 -515.1 0.475794996134937
-56.42 -515.1 0.0147533570416272
-28.46 -515.1 0.757483585039154
-0.5 -515.1 0.563676564954221
27.46 -515.1 0.28812904143706
55.42 -515.1 0.500047490233555
83.38 -515.1 0.995317288441584
111.34 -515.1 0.633388010552153
139.3 -515.1 0.997033421415836
167.26 -515.1 0.747936005005613
195.22 -515.1 0.614086084067822
223.18 -515.1 0.342154643964022
251.14 -515.1 0.515898583922535
279.1 -515.1 0.566020408179611
307.06 -515.1 0.811344112968072
335.02 -515.1 0.150009053759277
-336.02 -487.14 0.511316400254145
-308.06 -487.14 0.550291798543185
-280.1 -487.14 0.998944204766303
-252.14 -487.14 0.267797701759264
-224.18 -487.14 0.716730766696855
-196.22 -487.14 0.698249152395874
-168.26 -487.14 0.148770455271006
-140.3 -487.14 0.770141477463767
-112.34 -487.14 0.635860870359465
-84.38 -487.14 0.160702753812075
-56.42 -487.14 0.927402443950996
-28.46 -487.14 0.713123610708863
-0.5 -487.14 0.78946212073788
27.46 -487.14 0.0495419318322092
55.42 -487.14 0.373453882988542
83.38 -487.14 0.931859040167183
111.34 -487.14 0.0923034735023975
139.3 -487.14 0.592550140805542
167.26 -487.14 0.0764376490842551
195.22 -487.14 0.352632537484169
223.18 -487.14 0.000482170376926661
251.14 -487.14 0.00798432156443596
279.1 -487.14 0.296183940721676
307.06 -487.14 0.622107474599034
335.02 -487.14 0.73788477294147
-336.02 -459.18 0.846852067159489
-308.06 -459.18 0.310632026521489
-280.1 -459.18 0.761737439315766
-252.14 -459.18 0.909329737070948
-224.18 -459.18 0.249875154346228
-196.22 -459.18 0.53944119089283
-168.26 -459.18 0.209290890488774
-140.3 -459.18 0.439638884272426
-112.34 -459.18 0.397427463671193
-84.38 -459.18 0.743004804244265
-56.42 -459.18 0.69158278987743
-28.46 -459.18 0.341039823135361
-0.5 -459.18 0.652715826639906
27.46 -459.18 0.907798478612676
55.42 -459.18 0.72277577733621
83.38 -459.18 0.179993761237711
111.34 -459.18 0.530368455220014
139.3 -459.18 0.503237698925659
167.26 -459.18 0.850179455708712
195.22 -459.18 0.678512199781835
223.18 -459.18 0.391888410318643
251.14 -459.18 0.0207028212025762
279.1 -459.18 0.589475401444361
307.06 -459.18 0.459043482784182
335.02 -459.18 0.320365237770602
-336.02 -431.22 0.655515719670802
-308.06 -431.22 0.616500122472644
-280.1 -431.22 0.872561598662287
-252.14 -431.22 0.479305225657299
-224.18 -431.22 0.769351369235665
-196.22 -431.22 0.147619973868132
-168.26 -431.22 0.362844221992418
-140.3 -431.22 0.0611092045437545
-112.34 -431.22 0.0804011744912714
-84.38 -431.22 0.69742092397064
-56.42 -431.22 0.629194328095764
-28.46 -431.22 0.362904238048941
-0.5 -431.22 0.489317007130012
27.46 -431.22 0.259460425004363
55.42 -431.22 0.52578541287221
83.38 -431.22 0.633337213192135
111.34 -431.22 0.188195605762303
139.3 -431.22 0.989340412197635
167.26 -431.22 0.752645152853802
195.22 -431.22 0.492397321853787
223.18 -431.22 0.679168284172192
251.14 -431.22 0.0239104435313493
279.1 -431.22 0.407668063184246
307.06 -431.22 0.490138021530584
335.02 -431.22 0.277053774567321
-336.02 -403.26 0.186307503608987
-308.06 -403.26 0.517883311258629
-280.1 -403.26 0.112409399356693
-252.14 -403.26 0.204487951705232
-224.18 -403.26 0.493764859624207
-196.22 -403.26 0.801638650009409
-168.26 -403.26 0.710184179479256
-140.3 -403.26 0.426439565839246
-112.34 -403.26 0.659062783000991
-84.38 -403.26 0.804829590488225
-56.42 -403.26 0.253540530567989
-28.46 -403.26 0.258479503681883
-0.5 -403.26 0.315735587384552
27.46 -403.26 0.847419608384371
55.42 -403.26 0.212547526694834
83.38 -403.26 0.314102140953764
111.34 -403.26 0.826150693697855
139.3 -403.26 0.878581339027733
167.26 -403.26 0.236331184627488
195.22 -403.26 0.5290030867327
223.18 -403.26 0.367251014104113
251.14 -403.26 0.0741239625494927
279.1 -403.26 0.823605041019619
307.06 -403.26 0.389150700764731
335.02 -403.26 0.115974081913009
-336.02 -375.3 0.64333309000358
-308.06 -375.3 0.58317186567001
-280.1 -375.3 0.304433971410617
-252.14 -375.3 0.430923045845702
-224.18 -375.3 0.903145728632808
-196.22 -375.3 0.704063067445531
-168.26 -375.3 0.459214056376368
-140.3 -375.3 0.980312146479264
-112.34 -375.3 0.119569180067629
-84.38 -375.3 0.945182116236538
-56.42 -375.3 0.548901672242209
-28.46 -375.3 0.353362776339054
-0.5 -375.3 0.722873389022425
27.46 -375.3 0.0630952643696219
55.42 -375.3 0.079550685826689
83.38 -375.3 0.0193918752484024
111.34 -375.3 0.338509623426944
139.3 -375.3 0.525070841889828
167.26 -375.3 0.799068423453718
195.22 -375.3 0.439787821378559
223.18 -375.3 0.126466389279813
251.14 -375.3 0.598944840719923
279.1 -375.3 0.848586352309212
307.06 -375.3 0.467471171636134
335.02 -375.3 0.0337329874746501
-336.02 -347.34 0.859885451616719
-308.06 -347.34 0.260841537732631
-280.1 -347.34 0.0494321179576218
-252.14 -347.34 0.627311808057129
-224.18 -347.34 0.276917236624286
-196.22 -347.34 0.114761450327933
-168.26 -347.34 0.278876580297947
-140.3 -347.34 0.408414592966437
-112.34 -347.34 0.879009651253
-84.38 -347.34 0.373268389608711
-56.42 -347.34 0.594039495801553
-28.46 -347.34 0.195176614681259
-0.5 -347.34 0.577166048577055
27.46 -347.34 0.37764482316561
55.42 -347.34 0.0998863545246422
83.38 -347.34 0.72674811212346
111.34 -347.34 0.975512969307601
139.3 -347.34 0.381573244929314
167.26 -347.34 0.149856148520485
195.22 -347.34 0.769632663810626
223.18 -347.34 0.980606929864734
251.14 -347.34 0.346581365913153
279.1 -347.34 0.0238643349148333
307.06 -347.34 0.97783725312911
335.02 -347.34 0.517550667515025
-336.02 -319.38 0.553191232727841
-308.06 -319.38 0.302299808943644
-280.1 -319.38 0.937915349379182
-252.14 -319.38 0.944030337966979
-224.18 -319.38 0.71595572354272
-196.22 -319.38 0.750636825803667
-168.26 -319.38 0.777775117196143
-140.3 -319.38 0.106523828580976
-112.34 -319.38 0.72612486872822
-84.38 -319.38 0.258648015093058
-56.42 -319.38 0.594928544480354
-28.46 -319.38 0.396727190585807
-0.5 -319.38 0.352243832079694
27.46 -319.38 0.0658490329515189
55.42 -319.38 0.121468933764845
83.38 -319.38 0.779719638638198
111.34 -319.38 0.945222176844254
139.3 -319.38 0.896009335992858
167.26 -319.38 0.0137785240076482
195.22 -319.38 0.822478713002056
223.18 -319.38 0.491298500914127
251.14 -319.38 0.80864186421968
279.1 -319.38 0.201309065334499
307.06 -319.38 0.535957893589512
335.02 -319.38 0.0886914962902665
-336.02 -291.42 0.299546358874068
-308.06 -291.42 0.66657875943929
-280.1 -291.42 0.230399165069684
-252.14 -291.42 0.18873320473358
-224.18 -291.42 0.94632716034539
-196.22 -291.42 0.998415420297533
-168.26 -291.42 0.272142467321828
-140.3 -291.42 0.450252040522173
-112.34 -291.42 0.738354979781434
-84.38 -291.42 0.855726776877418
-56.42 -291.42 0.648951512295753
-28.46 -291.42 0.0475354394875467
-0.5 -291.42 0.61587654449977
27.46 -291.42 0.846900660544634
55.42 -291.42 0.44015482836403
83.38 -291.42 0.331482305657119
111.34 -291.42 0.598607287742198
139.3 -291.42 0.0371907453518361
167.26 -291.42 0.791622545104474
195.22 -291.42 0.725262650754303
223.18 -291.42 0.654469203902408
251.14 -291.42 0.366515221307054
279.1 -291.42 0.98641220992431
307.06 -291.42 0.814012675313279
335.02 -291.42 0.0169810981024057
-336.02 -263.46 0.389770960900933
-308.06 -263.46 0.404964788118377
-280.1 -263.46 0.437194440048188
-252.14 -263.46 0.110461926553398
-224.18 -263.46 0.0916977138258517
-196.22 -263.46 0.358499212190509
-168.26 -263.46 0.515181671828032
-140.3 -263.46 0.956281340448186
-112.34 -263.46 0.548221596749499
-84.38 -263.46 0.422461778856814
-56.42 -263.46 0.913190565304831
-28.46 -263.46 0.773489830782637
-0.5 -263.46 0.923546198289841
27.46 -263.46 0.0111812260001898
55.42 -263.46 0.815326418727636
83.38 -263.46 0.86236310750246
111.34 -263.46 0.325716570485383
139.3 -263.46 0.839817145373672
167.26 -263.46 0.764152554795146
195.22 -263.46 0.133831358747557
223.18 -263.46 0.155415531015024
251.14 -263.46 0.350448955316097
279.1 -263.46 0.631072008982301
307.06 -263.46 0.776532012037933
335.02 -263.46 0.858393694274127
-336.02 -235.5 0.288854154990986
-308.06 -235.5 0.871379357995465
-280.1 -235.5 0.147743444656953
-252.14 -235.5 0.247312808874995
-224.18 -235.5 0.798299582442269
-196.22 -235.5 0.0910918463487178
-168.26 -235.5 0.901252870913595
-140.3 -235.5 0.370668765855953
-112.34 -235.5 0.264878982678056
-84.38 -235.5 0.386103491066024
-56.42 -235.5 0.839822563808411
-28.46 -235.5 0.0923204612918198
-0.5 -235.5 0.840830760309473
27.46 -235.5 0.131623951951042
55.42 -235.5 0.842121781548485
83.38 -235.5 0.136395037174225
111.34 -235.5 0.619720694143325
139.3 -235.5 0.979951071785763
167.26 -235.5 0.883195955539122
195.22 -235.5 0.631808054167777
223.18 -235.5 0.369308493798599
251.14 -235.5 0.00460156355984509
279.1 -235.5 0.971857687924057
307.06 -235.5 0.374635980464518
335.02 -235.5 0.418157966574654
-336.02 -207.54 0.283827705308795
-308.06 -207.54 0.162312218686566
-280.1 -207.54 0.658346836687997
-252.14 -207.54 0.458003545412794
-224.18 -207.54 0.368579893838614
-196.22 -207.54 0.036616277648136
-168.26 -207.54 0.866333483485505
-140.3 -207.54 0.628327486570925
-112.34 -207.54 0.258657723432407
-84.38 -207.54 0.0182335246354342
-56.42 -207.54 0.0896176300011575
-28.46 -207.54 0.548587834462523
-0.5 -207.54 0.305718543706462
27.46 -207.54 0.491727014072239
55.42 -207.54 0.205189698608592
83.38 -207.54 0.637431889073923
111.34 -207.54 0.194566354854032
139.3 -207.54 0.630427577532828
167.26 -207.54 0.0695740017108619
195.22 -207.54 0.478534067980945
223.18 -207.54 0.888615380972624
251.14 -207.54 0.456846084678546
279.1 -207.54 0.419845768250525
307.06 -207.54 0.953669813461602
335.02 -207.54 0.314541231375188
-336.02 -179.58 0.991429325425997
-308.06 -179.58 0.349942529574037
-280.1 -179.58 0.111602942692116
-252.14 -179.58 0.357924926560372
-224.18 -179.58 0.917450583074242
-196.22 -179.58 0.291090150130913
-168.26 -179.58 0.930866335052997
-140.3 -179.58 0.128907292382792
-112.34 -179.58 0.886038351338357
-84.38 -179.58 0.977469202131033
-56.42 -179.58 0.945832989644259
-28.46 -179.58 0.352205877425149
-0.5 -179.58 0.869484501658008
27.46 -179.58 0.000740509014576674
55.42 -179.58 0.950905289966613
83.38 -179.58 0.103058599168435
111.34 -179.58 0.135459607932717
139.3 -179.58 0.121941742254421
167.26 -179.58 0.763145425822586
195.22 -179.58 0.736532773356885
223.18 -179.58 0.789936279412359
251.14 -179.58 0.809797510737553
279.1 -179.58 0.0562521733809263
307.06 -179.58 0.882164321839809
335.02 -179.58 0.498459407361224
-336.02 -151.62 0.299941457575187
-308.06 -151.62 0.0881370871793479
-280.1 -151.62 0.0662952910643071
-252.14 -151.62 0.100975543959066
-224.18 -151.62 0.92223714874126
-196.22 -151.62 0.549192654434592
-168.26 -151.62 0.145082727307454
-140.3 -151.62 0.729690160835162
-112.34 -151.62 0.545523022999987
-84.38 -151.62 0.518880703719333
-56.42 -151.62 0.732614315347746
-28.46 -151.62 0.408366390038282
-0.5 -151.62 0.970552520127967
27.46 -151.62 0.483859670115635
55.42 -151.62 0.54536381107755
83.38 -151.62 0.376554612303153
111.34 -151.62 0.601012056227773
139.3 -151.62 0.182776732835919
167.26 -151.62 0.355018005007878
195.22 -151.62 0.363387011922896
223.18 -151.62 0.256564527284354
251.14 -151.62 0.202093702275306
279.1 -151.62 0.249291669810191
307.06 -151.62 0.643965005874634
335.02 -151.62 0.464502728078514
-336.02 -123.66 0.313598208129406
-308.06 -123.66 0.876911169383675
-280.1 -123.66 0.916800789302215
-252.14 -123.66 0.881026455434039
-224.18 -123.66 0.623752228682861
-196.22 -123.66 0.299779315944761
-168.26 -123.66 0.871791573939845
-140.3 -123.66 0.878375325584784
-112.34 -123.66 0.721900545293465
-84.38 -123.66 0.0378252975642681
-56.42 -123.66 0.0535723313223571
-28.46 -123.66 0.399391081184149
-0.5 -123.66 0.217124870978296
27.46 -123.66 0.912570520769805
55.42 -123.66 0.528116681147367
83.38 -123.66 0.578314656158909
111.34 -123.66 0.752536164131016
139.3 -123.66 0.95454329252243
167.26 -123.66 0.833283254643902
195.22 -123.66 0.248620578786358
223.18 -123.66 0.589529049582779
251.14 -123.66 0.20770542579703
279.1 -123.66 0.929192630108446
307.06 -123.66 0.637162478873506
335.02 -123.66 0.746822678018361
-336.02 -95.7 0.206103178905323
-308.06 -95.7 0.388714910950512
-280.1 -95.7 0.0445814484264702
-252.14 -95.7 0.785639132140204
-224.18 -95.7 0.847105019493029
-196.22 -95.7 0.985856174258515
-168.26 -95.7 0.114524276228622
-140.3 -95.7 0.318106824997813
-112.34 -95.7 0.8537277050782
-84.38 -95.7 0.106538870604709
-56.42 -95.7 0.64557513827458
-28.46 -95.7 0.31320062908344
-0.5 -95.7 0.693322078092024
27.46 -95.7 0.194848194019869
55.42 -95.7 0.559138242853805
83.38 -95.7 0.93532437691465
111.34 -95.7 0.938135175732896
139.3 -95.7 0.000194688094779849
167.26 -95.7 0.151242302497849
195.22 -95.7 0.112116110976785
223.18 -95.7 0.241211166139692
251.14 -95.7 0.726843303302303
279.1 -95.7 0.0844620221760124
307.06 -95.7 0.967527452856302
335.02 -95.7 0.566997980466112
-336.02 -67.74 0.280310459202155
-308.06 -67.74 0.755729301134124
-280.1 -67.74 0.721157700754702
-252.14 -67.74 0.135838350281119
-224.18 -67.74 0.253941705450416
-196.22 -67.74 0.66300261602737
-168.26 -67.74 0.799376149661839
-140.3 -67.74 0.621600097278133
-112.34 -67.74 0.460238901898265
-84.38 -67.74 0.159488479373977
-56.42 -67.74 0.229077637894079
-28.46 -67.74 0.317601752467453
-0.5 -67.74 0.0806089609395713
27.46 -67.74 0.263174202525988
55.42 -67.74 0.988600510871038
83.38 -67.74 0.239945480599999
111.34 -67.74 0.882514555938542
139.3 -67.74 0.999302817275748
167.26 -67.74 0.620912931626663
195.22 -67.74 0.823502029292285
223.18 -67.74 0.121595735661685
251.14 -67.74 0.911129797343165
279.1 -67.74 0.544821453047916
307.06 -67.74 0.701156709343195
335.02 -67.74 0.253348891623318
-336.02 -39.78 0.723437772132456
-308.06 -39.78 0.224668653681874
-280.1 -39.78 0.0146196105051786
-252.14 -39.78 0.550049077020958
-224.18 -39.78 0.222953535616398
-196.22 -39.78 0.533958754967898
-168.26 -39.78 0.631632825825363
-140.3 -39.78 0.582564336247742
-112.34 -39.78 0.0297337989322841
-84.38 -39.78 0.288712625624612
-56.42 -39.78 0.0692758355289698
-28.46 -39.78 0.368914630962536
-0.5 -39.78 0.283510361099616
27.46 -39.78 0.127518157707527
55.42 -39.78 0.274012392386794
83.38 -39.78 0.215525589883327
111.34 -39.78 0.6074502565898
139.3 -39.78 0.752131925430149
167.26 -39.78 0.468474342487752
195.22 -39.78 0.609231481561437
223.18 -39.78 0.569089033640921
251.14 -39.78 0.114185188198462
279.1 -39.78 0.985059242928401
307.06 -39.78 0.0710594158153981
335.02 -39.78 0.303975911810994
-336.02 -11.82 0.840698726242408
-308.06 -11.82 0.501436132006347
-280.1 -11.82 0.646400335477665
-252.14 -11.82 0.930361941689625
-224.18 -11.82 0.769975037779659
-196.22 -11.82 0.443371817236766
-168.26 -11.82 0.502434255322441
-140.3 -11.82 0.374987923074514
-112.34 -11.82 0.896894307807088
-84.38 -11.82 0.678211592836305
-56.42 -11.82 0.453587436815724
-28.46 -11.82 0.780044091166928
-0.5 -11.82 0.371340073877946
27.46 -11.82 0.330768048530445
55.42 -11.82 0.845148063963279
83.38 -11.82 0.943953501293436
111.34 -11.82 0.937732776859775
139.3 -11.82 0.915013440651819
167.26 -11.82 0.525316145503893
195.22 -11.82 0.441127786878496
223.18 -11.82 0.277320946566761
251.14 -11.82 0.437977888155729
279.1 -11.82 0.676054605282843
307.06 -11.82 0.903391820844263
335.02 -11.82 0.0401772039476782
-336.02 16.14 0.739620643900707
-308.06 16.14 0.47955153696239
-280.1 16.14 0.827701242407784
-252.14 16.14 0.288393439957872
-224.18 16.14 0.763311857357621
-196.22 16.14 0.755238520679995
-168.26 16.14 0.841763307340443
-140.3 16.14 0.607475528493524
-112.34 16.14 0.678185230819508
-84.38 16.14 0.788459768984467
-56.42 16.14 0.663115716306493
-28.46 16.14 0.193857675418258
-0.5 16.14 0.735594425117597
27.46 16.14 0.335429394384846
55.42 16.14 0.301389206433669
83.38 16.14 0.188925256254151
111.34 16.14 0.239046102156863
139.3 16.14 0.740026124287397
167.26 16.14 0.258359405677766
195.22 16.14 0.172355501912534
223.18 16.14 0.645558754215017
251.14 16.14 0.613382694544271
279.1 16.14 0.3490531060379
